CaseID,Duration,horizon,other,casualties,Scenarios,Pol1,P1,Pol2,P2,Pol3,P3,Pol4,P4,Pol5,P5,Pol6,P6,Pol7,P7,P1_conf,P2_conf,P3_conf,P4_conf,P5_conf,P6_conf,P7_conf,t_screen,t_select,Pol_select,P1_support,P2_support,P3_support,P4_support,P5_support,P6_support,P7_support,choice_factor,FactSuccess_rate,FactCas_rate,FactOther_rate,SetA_2,SetA_3,SetB_2,SetB_3,Important,Costs,TimeFrames,TF_MC,FMC1,FMC2,reward,reward_b,T1,T10,Sex,Gender,Age,ethnic,race,party,Know,FP_Know,educ,Edu_cat,inc,Income,Scenarios_DO
65,445,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,7,6,5,4,3,3,1,56.383,103.891,1,7,6,5,4,3,2,,,,,,0,0,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,20000,50000,Female,1,24,Black/African American,1,1,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
66,325,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,74.017,14.995,1,7,6,5,4,,,,,,,,0,0,0,0,3,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,10000,100000,Female,1,24,White/Caucasian,4,5,Somewhat Informed,2,High school,2,"More than $100,000",5,t_AllSet|S1
67,538,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,4,4,4,4,3,3,3,48.812,146.317,1,5,4,3,3,,,,,,,,1,1,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,200,Female,1,38,Black/African American,1,4,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
68,330,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,3,6,6,7,75.979,34.468,1,5,4,2,,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,125,300,Male,0,22,White/Caucasian,4,3,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
69,612,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,5,6,5,3,4,2,4,73.913,20.429,2,4,5,6,6,5,,,,,,,1,1,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Female,1,38,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
70,168,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,4,3,2,1,1,22.024,8.566,1,7,5,3,1,,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,1000,Male,0,32,White/Caucasian,4,4,Well Informed,3,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
71,271,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,4,6,6,87.497,24.83,1,6,5,5,4,,,,,,,,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,35,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
72,501,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,4,4,3,3,2,2,2,115.802,79.228,1,5,5,4,3,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,27,White/Caucasian,4,5,Somewhat Informed,2,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
73,500,0,0,0,t_AllSet|S1,Reject,0,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,5,4,4,4,60.636,50.257,2,,7,4,3,,,,,,,,1,1,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Female,1,26,Other,5,3,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
74,406,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,4,4,4,3,3,84.125,19.21,2,5,6,5,4,,,,,,,,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,1500,Male,0,21,Hispanic/Latino,2,5,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
75,322,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,4,5,4,5,5,3,3,61.577,29.384,1,5,5,5,5,4,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,2000,Male,0,40,White/Caucasian,4,3,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S1
76,430,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,1,1,2,2,3,3,4,97.96,65.588,1,7,,6,5,5,4,3,,,,,1,1,0,0,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,2000,Female,1,46,White/Caucasian,4,7,Somewhat Informed,2,High school,2,"$50,001 - $75,000",3,t_AllSet|S1
77,421,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,4,4,5,5,5,92.699,26.705,1,7,7,5,5,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,2500,Female,1,54,White/Caucasian,4,1,Somewhat Informed,2,High school,2,"Less than $25,000",1,t_AllSet|S1
78,275,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,5,6,7,30.44,17.919,1,7,6,6,5,,,,,,,,1,1,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,3500,Female,1,27,Other,5,2,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
79,362,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,5,4,3,2,5,3,102.648,34.772,1,6,4,,,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,5000,Male,0,65,White/Caucasian,4,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
80,226,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,7,5,6,7,34.952,21.883,1,7,7,6,5,,,,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,5000,Male,0,26,White/Caucasian,4,1,Very Informed,4,Some college,3,"Less than $25,000",1,t_AllSet|S1
81,559,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4,4,4,4,4,4,4,276.707,33.901,1,5,4,,,,,,,,,,1,1,0,0,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,31,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
82,310,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,6,6,5,4,4,6,6,64.629,23.901,1,7,6,5,5,4,,,,,,,1,1,0,0,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,48,White/Caucasian,4,3,Somewhat Informed,2,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
83,230,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,4,4,7,7,7,7,64.125,17.703,1,7,,,,,,,,,,,1,1,0,0,4,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,39,White/Caucasian,4,2,Very Informed,4,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
84,634,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,4,4,4,152.558,29.303,1,6,5,4,3,,,,,,,,1,1,0,0,3,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,10000,Female,1,66,White/Caucasian,4,7,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
85,273,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,6,5,4,4,4,69.117,14.391,1,6,5,4,4,,,,,,,,1,1,0,0,6,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,34,White/Caucasian,4,1,Not Well Informed,1,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
86,679,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,7,7,6,6,4,3,3,83.842,14.548,1,7,7,6,6,3,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,33,Black/African American,1,2,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
87,852,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,5,4,3,3,163.406,9.961,1,6,5,4,,,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,25,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
88,510,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,6,5,5,4,4,3,1,115.284,34.955,1,6,6,5,5,4,3,,,,,,1,1,0,0,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,47,Hispanic/Latino,2,3,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
89,353,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,5,5,5,4,4,4,3,126.442,21.943,1,6,4,3,2,,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,49,White/Caucasian,4,2,Not Well Informed,1,High school,2,"Less than $25,000",1,t_AllSet|S1
90,418,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,4,4,4,226.881,18.522,1,7,7,6,5,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,46,White/Caucasian,4,1,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
91,260,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,4,6,6,7,29.89,10.348,1,7,6,5,5,,,,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,2000,10000,Male,0,21,White/Caucasian,4,4,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
92,397,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Accept,1,Reject,0,4,5,3,4,6,6,2,75.78,24.259,2,2,4,,,,6,,,,,,1,1,0,0,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,5000,20000,Female,1,35,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
93,293,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,5,5,5,6,6,7,70.658,23.31,1,6,5,4,,,,,,,,,1,1,0,0,3,5,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,1000,30000,Male,0,31,White/Caucasian,4,1,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
94,468,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,4,5,5,7,146.692,13.399,1,7,6,5,4,,,,,,,,1,1,0,0,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,3000,100000,Male,0,23,White/Caucasian,4,4,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
95,500,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,6,5,6,7,6,5,6,66.087,21.723,2,4,5,,6,,5,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,5500,100000,Male,0,33,White/Caucasian,4,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
96,549,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Accept,1,5,4,4,4,5,4,4,135.265,31.208,1,5,,2,5,,,5,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,100000,1000000,Male,0,48,White/Caucasian,4,5,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
97,362,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,5,4,4,45.621,12.446,2,6,7,6,5,,,,,,,,0,1,0,0,6,5,In the long run (next year),1,An American military base,Iran,A reward of $3800 next month,1,200,800,Male,0,30,Black/African American,1,7,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
98,422,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,6,5,5,4,2,264.562,27.398,1,7,5,5,4,4,2,2,,,,,0,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,46,White/Caucasian,4,6,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
99,208,1,2,1,t_AllSet|S10,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,Reject,0,4,5,4,5,4,4,6,74.626,20.734,1,5,,,,,4,,3,5,4,4,0,0,1,2,5,5,In the long run (next year),1,An American embassy building,Iran,A reward of $3800 next month,1,200,800,Male,0,64,White/Caucasian,4,7,Somewhat Informed,2,,,"$50,001 - $75,000",3,t_AllSet|S10
100,364,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,6,5,5,5,5,5,74.434,65.612,2,2,6,5,,,,,1,7,5,2,1,1,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,500,Female,1,48,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S10
101,688,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,2,6,6,3,5,2,4,199.262,88.368,2,,6,5,,4,,4,3,6,7,6,1,1,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,800,Male,0,38,Hispanic/Latino,2,2,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S10
102,555,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,5,7,6,7,4,7,3,160.894,77.764,2,4,7,6,,5,,4,1,7,4,7,1,1,0,2,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,1000,Female,1,57,White/Caucasian,4,6,Somewhat Informed,2,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S10
103,362,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,4,7,7,4,6,7,3,98.401,51.649,2,,7,6,,4,,2,1,7,7,7,1,1,0,2,6,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,175,1000,Female,1,26,White/Caucasian,4,1,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S10
104,484,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,6,6,7,7,211.496,45.093,2,,7,7,,,,,2,7,7,7,1,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,33,Asian,3,1,Not Well Informed,1,Masters degree or higher,5,"$25,000 - $50,000",2,t_AllSet|S10
105,415,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,4,4,6,6,6,6,133.157,75.311,2,,5,3,,,,,1,7,7,7,1,1,0,2,6,4,In the long run (next year),1,An American embassy building,Afghanistan,A reward of $3800 next month,1,300,1000,Female,1,29,White/Caucasian,4,5,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S10
106,398,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,108.625,36.394,2,,7,6,,,,,1,7,7,7,1,1,0,2,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Male,0,47,White/Caucasian,4,1,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S10
107,286,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,7,6,5,6,7,7,73.676,88.318,2,2,7,5,,,,,1,7,2,5,1,1,0,2,4,2,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Female,1,27,White/Caucasian,4,1,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S10
108,481,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,4,7,6,7,5,7,7,169.617,73.744,2,,7,6,,4,,,3,6,7,7,1,1,0,2,1,3,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Male,0,63,White/Caucasian,4,1,Very Informed,4,Some college,3,"More than $100,000",5,t_AllSet|S10
109,460,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,4,6,6,3,5,5,5,164.428,79.076,2,4,6,6,4,3,,,1,6,6,6,1,1,0,2,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,400,1000,Female,1,59,White/Caucasian,4,7,Somewhat Informed,2,High school,2,"More than $100,000",5,t_AllSet|S10
110,698,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,6,6,6,6,6,260.445,82.002,2,5,7,6,,,,,1,6,6,6,1,1,0,2,4,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,1000,Female,1,28,White/Caucasian,4,5,Not Well Informed,1,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S10
111,333,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,5,5,5,6,6,7,113.49,43.16,2,6,7,5,,,,,1,7,5,6,1,1,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,1000,Female,1,19,White/Caucasian,4,2,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S10
112,276,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,1,6,4,1,1,1,1,119.237,26.057,2,,5,3,,,,,3,4,7,6,1,1,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,5000,Male,0,29,Asian,3,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S10
113,601,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,4,6,6,7,5,7,7,120.594,73.392,2,4,7,6,,5,,,1,7,6,4,1,1,0,2,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,8000,Female,1,48,White/Caucasian,4,7,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S10
114,414,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,4,5,7,4,6,3,125.956,64.515,2,,7,6,,5,,4,1,5,7,6,1,1,0,2,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Female,1,32,White/Caucasian,4,6,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S10
115,898,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,5,7,7,5,4,4,4,144.91,153.694,2,6,7,7,6,,,,1,6,5,4,1,1,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,57,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S10
116,319,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,4,3,5,3,5,4,130.629,34.01,2,,5,4,,,,,1,6,7,6,1,1,0,2,2,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,67,White/Caucasian,4,1,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S10
117,362,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,4,6,4,5,4,1,2,103.928,47.662,2,4,7,5,3,3,,,1,5,5,3,1,1,0,2,6,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,600,10000,Female,1,24,Black/African American,1,3,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S10
118,274,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,6,5,4,4,4,4,101.125,34.34,2,,6,5,,,,,1,7,7,6,1,1,0,2,4,3,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,20000,Male,0,36,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S10
119,271,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,6,6,5,5,3,3,2,73.351,35.87,1,5,5,4,2,,1,,1,7,6,2,0,1,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,30,White/Caucasian,4,3,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S10
120,348,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,5,7,6,4,5,4,4,80.139,27.903,2,6,7,5,,4,,,1,7,7,7,0,1,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,5000,10000,Female,1,20,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"More than $100,000",5,t_AllSet|S10
121,397,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,7,5,3,1,1,1,97.752,37.026,1,7,6,5,,,,,1,7,7,7,0,1,0,2,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,5500,100000,Female,1,42,Asian,3,5,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S10
122,570,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Accept,1,3,5,4,5,5,4,2,183.582,59.31,2,,7,6,,,,4,1,6,4,5,0,2,0,2,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,10000,100000,Female,1,35,Black/African American,1,2,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S10
123,322,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,7,2,5,7,4,7,5,122.242,43.158,2,,7,6,,5,,,1,7,7,6,1,0,0,2,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,150,300,Female,1,49,White/Caucasian,4,1,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S10
124,1099,1,2,1,t_AllSet|S10,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,3,4,3,6,6,5,4,46.614,690.931,2,,6,5,,,,,1,6,4,5,1,0,0,2,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Female,1,34,Black/African American,1,1,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S10
125,693,1,2,1,t_AllSet|S10,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,6,5,4,5,5,5,69.159,43.872,2,6,6,,,,,,1,6,5,2,1,0,0,2,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,3000,15000,Male,0,29,Hispanic/Latino,2,2,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S10
