CaseID,Duration,horizon,other,casualties,Scenarios,Pol1,P1,Pol2,P2,Pol3,P3,Pol4,P4,Pol5,P5,Pol6,P6,Pol7,P7,P1_conf,P2_conf,P3_conf,P4_conf,P5_conf,P6_conf,P7_conf,t_screen,t_select,Pol_select,P1_support,P2_support,P3_support,P4_support,P5_support,P6_support,P7_support,choice_factor,FactSuccess_rate,FactCas_rate,FactOther_rate,SetA_2,SetA_3,SetB_2,SetB_3,Important,Costs,TimeFrames,TF_MC,FMC1,FMC2,reward,reward_b,T1,T10,Sex,Gender,Age,ethnic,race,party,Know,FP_Know,educ,Edu_cat,inc,Income,Scenarios_DO
533,753,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,4,5,5,4,5,4,5,164.661,121.156,2,2,6,6,2,6,2,6,1,2,4,6,1,2,0,0,4,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,800,Female,1,37,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S5
534,260,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,7,6,7,6,7,6,56.851,40.781,2,6,7,6,7,6,7,6,1,6,7,6,1,2,0,0,7,6,In the short term (this month),0,An American military base,Kenya,A reward of $3400 this month,0,200,800,Female,1,32,Black/African American,1,6,Very Informed,4,,,"$50,001 - $75,000",3,t_AllSet|S5
535,373,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,4,6,6,4,6,4,6,52.746,37.146,2,,6,6,,4,,4,3,3,4,6,1,2,0,0,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,150,1200,Male,0,32,White/Caucasian,4,7,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S5
536,474,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,6,4,3,6,3,7,7,124.924,55.547,2,,6,5,,4,,,1,7,7,7,1,2,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,2000,Female,1,54,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S5
537,199,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,1,6,7,1,6,1,7,58.372,31.799,2,,7,5,,1,,1,3,2,3,7,1,2,0,0,6,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Male,0,30,White/Caucasian,4,2,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S5
538,784,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,2,2,2,7,2,2,6,131.62,116.908,2,4,7,7,,6,,6,3,5,5,3,1,2,0,0,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1200,10000,Female,1,38,White/Caucasian,4,1,Not Well Informed,1,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
539,761,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,7,7,6,6,6,7,224.752,147.253,2,1,7,7,,7,,5,3,6,7,7,1,2,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1200,12000,Female,1,53,Black/African American,1,1,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S5
540,346,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,5,4,7,5,7,4,95.879,44.289,2,,7,6,,5,,4,3,3,4,7,1,2,0,0,7,5,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,2000,20000,Male,0,45,Black/African American,1,4,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S5
541,588,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,6,6,6,7,7,7,160.524,135.49,1,5,6,3,,,,,3,5,7,6,1,2,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,100000,Female,1,62,White/Caucasian,4,1,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S5
542,371,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,4,4,4,4,4,4,70.783,43.473,2,,4,4,,,,,3,6,6,6,1,2,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,2500,100000,Female,1,31,Other,5,4,Well Informed,3,High school,2,"$25,000 - $50,000",2,t_AllSet|S5
543,1421,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,5,5,6,6,6,5,26.976,31.243,2,,6,5,,,,,3,5,4,5,1,2,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,2000,200000,Female,1,45,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S5
544,426,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,3,7,7,5,6,7,43.776,161.115,2,,5,3,,2,,1,1,6,7,7,1,2,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,101,1000000,Male,0,21,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"More than $100,000",5,t_AllSet|S5
545,387,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,3,5,5,1,6,6,7,102.401,65.973,2,,6,6,,5,,4,2,6,7,6,1,2,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,5000,1000000,Female,1,30,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
546,418,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,4,4,6,6,180.716,75.929,2,,6,5,,,,,3,7,7,7,0,2,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,500,Female,1,37,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S5
547,954,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,6,7,6,5,5,7,4,385.824,156.401,2,6,7,6,5,5,,,1,7,7,6,0,2,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,800,Female,1,68,White/Caucasian,4,6,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
548,280,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,7,7,7,7,7,7,59.052,56.744,2,,7,7,,7,,7,1,7,7,6,0,2,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,1000,15000,Female,1,38,White/Caucasian,4,1,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S5
549,563,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,7,7,4,4,4,4,220.214,65.221,2,6,7,6,,,,,1,7,6,6,0,0,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,1000,Female,1,46,White/Caucasian,4,1,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
550,746,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,3,7,6,1,5,1,4,210.572,103.617,2,2,7,5,,,,,3,6,5,7,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,1000,Female,1,64,White/Caucasian,4,1,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S5
551,629,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,5,5,5,4,4,6,7,196.68,65.07,2,6,6,5,5,4,,,1,7,4,4,0,0,0,0,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,1500,Female,1,47,Black/African American,1,2,Not Well Informed,1,Some college,3,"Less than $25,000",1,t_AllSet|S5
552,426,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,5,5,5,5,5,5,5,132.941,53.67,1,7,7,7,7,7,7,7,1,7,5,1,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,10000,Male,0,78,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S5
553,428,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,2,3,3,2,2,3,3,69.729,85.972,1,5,4,3,,,,,2,5,6,5,0,0,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,24,White/Caucasian,4,7,Somewhat Informed,2,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
554,530,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,5,5,6,7,186.796,51.858,2,,6,5,,,,,1,6,5,5,0,0,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,43,White/Caucasian,4,1,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
555,522,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,2,4,4,1,4,1,4,274.293,95.744,2,,7,5,,4,,3,3,5,6,6,0,0,0,0,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,26,White/Caucasian,4,4,Not Well Informed,1,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S5
556,508,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,1,1,7,1,7,1,83.727,86.452,2,,7,1,,1,,1,1,7,7,7,0,0,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,38,White/Caucasian,4,7,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S5
557,172,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,6,5,7,2,7,4,45.071,21.08,2,,7,6,,5,,4,3,5,5,7,0,0,0,0,6,6,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,26,Asian,3,4,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S5
558,331,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,5,4,5,5,5,4,5,54.9,69.982,2,,5,6,,5,,5,1,7,5,7,0,0,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,800,20000,Male,0,26,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S5
559,412,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,142.863,48.04,2,5,7,,,,,,1,7,7,7,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,50000,Male,0,33,Hispanic/Latino,2,2,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S5
560,235,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,5,6,6,5,4,5,5,80.856,45.333,2,5,6,6,,4,,,1,6,4,5,1,1,0,0,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,500,Female,1,24,White/Caucasian,4,6,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S5
561,493,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,6,5,7,5,7,3,123.063,74.444,2,,7,6,,5,,4,3,6,4,7,1,1,0,0,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,500,Female,1,27,White/Caucasian,4,6,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
562,527,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,7,7,7,7,7,6,162.086,84.085,2,,7,6,,4,,2,3,6,5,7,1,1,0,0,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,500,Female,1,30,White/Caucasian,4,6,Not Well Informed,1,Some college,3,"$25,000 - $50,000",2,t_AllSet|S5
563,407,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,7,6,6,4,6,4,150.633,43.741,2,,7,5,,,,,1,7,6,7,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,1000,Male,0,58,White/Caucasian,4,4,Well Informed,3,Some college,3,"Less than $25,000",1,t_AllSet|S5
564,249,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,2,7,6,7,2,7,7,81.444,34.146,2,1,7,6,,,,,3,7,7,7,1,1,0,0,4,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,160,1000,Female,1,26,White/Caucasian,4,3,Somewhat Informed,2,Masters degree or higher,5,"Less than $25,000",1,t_AllSet|S5
565,441,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,7,6,5,5,5,5,144.83,49.813,2,5,7,6,,,,,1,7,5,5,1,1,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,56,White/Caucasian,4,5,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S5
566,293,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,5,7,6,5,5,4,6,114.18,37.269,2,6,7,5,,5,,,1,7,6,6,1,1,0,0,4,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Male,0,35,White/Caucasian,4,5,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S5
567,1211,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,5,6,7,7,7,7,35.781,18.764,2,,7,5,,,,,3,5,7,7,1,1,0,0,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,600,1200,Male,0,28,Hispanic/Latino,2,2,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
568,376,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Accept,1,7,2,1,5,2,6,2,119.261,46.039,2,,6,4,,,,2,3,5,6,7,1,1,0,0,5,5,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,500,5000,Female,1,38,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
569,270,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,6,7,7,7,7,80.996,37.459,2,,7,5,,,,,3,7,7,7,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,5000,Male,0,36,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S5
570,428,0,2,2,t_AllSet|S5,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,6,4,6,7,5,4,6,37.001,63.061,1,6,,5,7,,4,,1,5,7,6,1,1,0,0,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,5000,Female,1,27,White/Caucasian,4,7,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S5
571,226,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,6,6,7,6,6,5,30.701,44.057,2,,7,6,,6,,6,1,7,4,7,1,1,0,0,4,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Female,1,32,White/Caucasian,4,4,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
572,347,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,7,6,5,5,6,6,7,102.001,48.97,2,,7,5,,4,,,1,5,1,4,1,1,0,0,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,28,White/Caucasian,4,1,Well Informed,3,Some college,3,"$75,001 - $100,000",4,t_AllSet|S5
573,520,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,5,7,6,6,5,7,6,165.821,67.683,2,6,7,5,,,,,1,7,6,4,1,1,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,28,Hispanic/Latino,2,3,Not Well Informed,1,Some college,3,"Less than $25,000",1,t_AllSet|S5
574,1311,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,3,6,6,4,6,6,6,574.089,202.7,2,3,7,5,,,,,1,6,6,6,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,10000,Female,1,33,White/Caucasian,4,2,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S5
575,222,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5,5,5,5,6,7,6,76.848,25.892,2,,5,,,,,,3,6,6,6,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,15000,Female,1,43,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
576,429,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,7,7,7,7,6,7,7,186.222,90.539,2,,7,6,,2,,,3,4,6,7,1,1,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,20000,Male,0,36,Hispanic/Latino,2,4,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S5
577,671,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,6,4,4,6,3,6,4,251.418,66.768,2,,7,6,,5,,,3,3,5,7,1,1,0,0,7,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,5000,30000,Female,1,29,White/Caucasian,4,7,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S5
578,1388,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,6,5,6,7,6,7,3,153.617,87.2,2,,7,6,,5,,4,3,4,6,7,1,1,0,0,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,100000,Male,0,27,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
579,393,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,2,7,5,2,3,1,1,138.196,106.593,2,,7,6,,5,,,3,7,5,7,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,2000,100000,Female,1,27,White/Caucasian,4,2,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
580,364,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,7,7,7,7,7,7,136.239,55.424,2,,7,6,,,,,3,5,7,7,1,1,0,0,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,100000,200000,Male,0,27,Hispanic/Latino,2,4,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
581,209,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,5,7,7,7,7,44.708,22.756,2,,7,5,,,,,3,7,4,7,1,1,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,100000,1000000,Female,1,28,White/Caucasian,4,3,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S5
582,614,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,5,5,4,4,4,3,4,226.097,54.929,2,4,5,5,,6,,5,1,6,7,5,1,1,0,0,6,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,100000,1000000,Male,0,32,Hispanic/Latino,2,7,Very Informed,4,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S5
583,303,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,5,7,7,6,5,6,6,67.995,31.701,2,,7,6,,4,,,1,7,4,6,0,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,120,500,Female,1,30,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S5
584,338,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Accept,1,Accept,1,2,3,4,5,3,4,5,23.106,17.126,2,3,3,,,,5,6,1,5,6,6,0,1,0,0,4,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Female,1,45,Black/African American,1,4,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
585,198,0,2,2,t_AllSet|S5,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,6,6,7,6,5,7,5,36.931,20.094,2,6,5,6,7,6,5,6,1,6,7,7,0,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,800,Male,0,28,Black/African American,1,7,Very Informed,4,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S5
586,248,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,4,4,4,4,4,4,4,29.029,20.067,2,,4,4,,4,,4,1,4,4,4,0,1,0,0,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,101,1000,Male,0,41,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S5
587,477,0,2,2,t_AllSet|S5,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,7,6,7,7,144.7,53.626,2,,6,5,,,,,3,7,6,7,0,1,0,0,6,2,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,2000,Male,0,61,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S5
588,306,1,2,2,t_AllSet|S6,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,5,6,5,4,3,6,3,110.843,18.851,1,5,,,4,,,,1,6,6,6,1,1,0,2,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,125,500,Male,0,24,White/Caucasian,4,2,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S6
589,454,1,2,2,t_AllSet|S6,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,3,6,5,5,3,6,5,163.836,70.152,2,4,7,6,,4,,,3,5,2,6,1,1,0,2,4,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,500,Male,0,37,White/Caucasian,4,5,Not Well Informed,1,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S6
590,881,1,2,2,t_AllSet|S6,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,4,4,4,4,4,5,5,88.223,58.925,2,,4,4,,,,,2,6,7,6,1,1,0,2,5,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,120,1000,Male,0,49,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S6
591,394,1,2,2,t_AllSet|S6,Reject,0,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,7,5,6,7,4,6,4,138.737,66.508,2,,5,4,,4,,3,3,7,6,7,1,1,0,2,7,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Male,0,50,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S6
592,361,1,2,2,t_AllSet|S6,Accept,1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Reject,0,5,7,6,4,3,6,6,124.914,64.264,2,4,7,6,,4,,,1,7,5,6,1,1,0,2,6,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Male,0,40,Asian,3,1,Very Informed,4,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S6
593,431,1,2,2,t_AllSet|S6,Reject,0,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Accept,1,4,6,5,7,6,7,7,83.172,79.571,2,,7,,,,,2,1,6,4,5,1,1,0,2,4,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,400,1000,Male,0,37,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"$75,001 - $100,000",4,t_AllSet|S6
594,274,1,2,2,t_AllSet|S6,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,87.168,18.483,,,,,,,,,2,5,7,4,1,1,0,2,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,1000,Male,0,37,White/Caucasian,4,5,Well Informed,3,Less than high school,1,"Less than $25,000",1,t_AllSet|S6
595,592,1,2,2,t_AllSet|S6,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,6,5,6,6,6,172.149,66.519,2,4,6,6,,,,,1,6,5,5,1,1,0,2,5,3,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,220,2220,Male,0,21,Black/African American,1,4,Not Well Informed,1,High school,2,"$25,000 - $50,000",2,t_AllSet|S6
